LICENSE#,FULL NAME,DBA NAME,LICENSE TYPE,DESCRIPTION,STATUS,PROCESSED DATE,START DATE,EXPIRE DATE,INACTIVE DATE,INSPECTOR NAME,MILESTONE DATE,MILESTONE,PROPERTY TYPE,SITE LOCATION,ZIP,COMPANY TYPE,#EMPLOYEES,#VEHICLES,#STANDS,#SEATS,#UNITS,TYPE OF BUSINESS,COUNCIL DISTRICT,BID AREA,APPLICATION DESCRIPTION,STATE LICENSE#,HOME BASED,OUTSIDE CITY,CLASS DESCRIPTION,BUSN LICENSE EXEMPT,Shape,FPEXEMPT,FPCITYFAC,CETOTALUNITS,CENSUSTRACT,HEDISCOUNT,HEPROGRAMELEMENT,HEPROGRAMELEMENTDESC,HEWATERAMOUNT,HEHAZMATAMOUNT,HEEPANUMBER,HEEVENTSTART,HEONETIMEPERMIT,HEEVENTEND,HEPERMITTYPE,HEPERMITTYPEDESC,HEEVENTNAME,HEEXEMPT,COMMENTS,OBJECTID
BU20838530,MARTA G DELGADO,DELGADO FAMILY CHILD CARE,BU,Child Day Care Home (9 - 14 Children),Active,1.22E+12,1.22E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,3383  ADRIATIC AVE,90810,SOLE,1,0,0,0,0,Child Day Care Home (9 - 14 Children),7,,New License,,No,No,Unique Businesses,No,,,,0,0,,,,,,,,,,,,,,,144634
BU20824620,MELVIN ROBERTS,,BU,Commercial/Industrial Space  Rental,Active,1.21E+12,1.21E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1670 W PACIFIC COAST HWY,90813,SOLE,0,0,0,0,0,Commercial/Industrial Space  Rental,1,,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Comm Industrial Space Rental,145125
BU20848050,NEW CINGULAR WIRELESS PCS LLC,AT&T MOBILITY,BU,Communication Facility - Cell Site,Active,1.22E+12,1.13E+12,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,2300 W WILLOW ST,90810,LLC,0,0,0,0,0,Communication Facility - Cell Site,7,,Change of Address,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Cell Site,145527
BU99012690,LONG BEACH TRAVEL CENTER INC,CARL'S JR & GREEN BURRITO,BU,Restaurant & Ready to Eat Foods,Active,9.24E+11,9.24E+11,1.55E+12,,LOVOSS,1.52E+12,Renewed,COM,1670 W PACIFIC COAST HWY,90813,CORP,29,0,0,0,0,Restaurant & Ready to Eat Foods,1,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Fast Food,146654
BU93062230,"EMANUEL & MANDELBAUM, URI NEWMAN",,BU,Commercial/Industrial Space  Rental,Active,7.56E+11,7.56E+11,1.58E+12,,EURODRI,1.54E+12,Renewed,COM,3294  SANTA FE AVE,90810,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,7,,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,146756
BU20939040,SK MARKET INC,VILLA MARKET,BU,Check Cashing,Active,1.26E+12,1.26E+12,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,2990  SANTA FE AVE,90810,CORP,1,0,0,0,0,Check Cashing,7,,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Check Cashing,147290
BU20941220,ABBAS JAVADI & SHAHLA NOVIN,,BU,Apartment House,Active,1.26E+12,1.26E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1610  PARADE ST  INCLUDES 1610-1818 PARADE LONG BEACH CA 90810,90810,PARTNER,0,0,0,0,5,Apartment House,1,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,147557
BU94005871,ROBERT ARMIJA,,BU,Apartment House,Active,1.39E+12,7.62E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1640  SUMMIT ST,90810,SOLE,0,0,0,0,6,Apartment House,1,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,148540
BU20828590,WILHELMSEN SHIPS SERVICE INC,,BU,Wholesale,Active,1.21E+12,1.21E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,2200 W PACIFIC COAST HWY,90810,CORP,11,0,0,0,0,Wholesale,1,,Change of Ownership,,No,No,Wholesale,No,,,,0,0,,,,,,,,,,,,,,Marine Products,149329
BU20739700,NICHOLAS MARIN,,BU,Gardening/Landscape Maint.,Active,1.19E+12,1.19E+12,1.55E+12,,EURODRI,1.55E+12,Pre-Renew,RES,2883  ADRIATIC AVE,90810,SOLE,0,1,0,0,0,Gardening/Landscape Maint.,7,,New License,,Yes,No,Miscellaneous Mobile,No,,,,0,0,,,,,,,,,,,,,,,149472
BU20805500,SHIRLEY BROWN,LASTING IMPRESSIONS FAMILY DAY CARE,BU,Child Day Care Home (9 - 14 Children),Active,1.20E+12,1.20E+12,1.55E+12,,EURODRI,1.52E+12,Renewed,RES,1831  JEANETTE PL,90810,SOLE,1,0,0,0,0,Child Day Care Home (9 - 14 Children),7,,New License,,Yes,No,Unique Businesses,No,,,,0,0,,,,,,,,,,,,,,Child Day Care Lic 14 Children Per Fp,150304
BU20838110,D M S INC,BABIES CHOICE NUTRITION,BU,Food Retail Store,Active,1.22E+12,1.22E+12,1.57E+12,,LOVOSS,1.54E+12,Renewed,COM,1872  SANTA FE AVE,90810,CORP,2,0,0,0,0,Food Retail Store,1,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Wic Store,150944
BU20750440,HECTOR ESQUIVIAS,DRAIN AWAY ROOTER,BU,Drain Cleaning,Active,1.20E+12,1.20E+12,1.58E+12,,EURODRI,1.55E+12,Renewed,RES,2011 W CANTON ST,90810,SOLE,0,1,0,0,0,Drain Cleaning,7,,New License,,Yes,No,Miscellaneous Mobile,No,,,,0,0,,,,,,,,,,,,,,Drain Cleaning,151209
BU20814400,JOHN W KINDLE,KINDLE CONSTRUCTION,BU,Contracting ??? Building,Active,1.21E+12,1.21E+12,1.55E+12,,EURODRI,1.52E+12,Renewed,RES,1565 W SPRING ST,90810,SOLE,0,0,0,0,0,Contracting ??? Building,7,,New License,,Yes,No,Contractors,No,,,,0,0,,,,,,,,,,,,,,B,151786
BU20741130,MARGARITA SOTO,EL MILAGRO DE LAS HIERBAS,BU,Retail Sales,Active,1.19E+12,8.53E+11,1.58E+12,,EURODRI,1.54E+12,Renewed,COM,2070  SANTA FE AVE,90810,SOLE,0,0,0,0,0,Retail Sales,7,,Change of Address,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Retail-Herbs & Vitamins,151910
BU20811740,JUAN & DAISY ALARCON,TACOS SANTA FE,BU,Restaurant & Ready to Eat Foods,Active,1.21E+12,1.21E+12,1.55E+12,,EURODRI,1.52E+12,Renewed,COM,2052  SANTA FE AVE,90810,PARTNER,2,0,0,0,0,Restaurant & Ready to Eat Foods,7,,Change of Ownership,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Restaurant,152863
BU97002320,RAMONA DURAN,RAMONA'S DAY CARE,BU,Child Day Care Home (9 - 14 Children),Active,8.53E+11,8.53E+11,1.55E+12,,EURODRI,1.52E+12,Renewed,RES,2935  BALTIC AVE,90810,SOLE,2,0,0,0,0,Child Day Care Home (9 - 14 Children),7,,New License,,Yes,No,Unique Businesses,No,,,,0,0,,,,,,,,,,,,,,Day Care (9-14),153363
BU95041680,GRACE R IGNACIO,GRACE R IGNACIO DMD,BU,Dentist,Active,8.15E+11,8.15E+11,1.58E+12,,EURODRI,1.54E+12,Renewed,COM,2527  SANTA FE AVE,90810,SOLE,2,0,0,0,0,Dentist,7,,New License,,No,No,Professionals,No,,,,0,0,,,,,,,,,,,,,,,154993
BU94012450,BARBARA & MILTON ROBINSON,,BU,Apartment House,Active,7.64E+11,7.64E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,2939  SANTA FE AVE,90810,SOLE,0,0,0,0,4,Apartment House,7,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,155334
BU87035780,OSCAR A VELASCO,,BU,Accounting,Active,5.50E+11,5.50E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,1924 W WILLOW ST,90810,SOLE,0,0,0,0,0,Accounting,7,,New License,,No,No,Professionals,No,,,,0,0,,,,,,,,,,,,,,,155731
BU97045260,LONG BEACH TRAVEL CENTER INC,LONG BEACH TRAVEL CENTER INC,BU,Gas Station,Active,8.81E+11,4.02E+11,1.57E+12,,LOVOSS,1.54E+12,Renewed,COM,1666 W PACIFIC COAST HWY,90813,CORP,20,0,0,0,0,Gas Station,1,,Change of Ownership,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Gas Station W/ Mini Market,155809
BU88047530,KINGS ROAD APARTMENTS A CA LTD PARTNERSHIP,,BU,Commercial/Industrial Space  Rental,Active,5.86E+11,5.86E+11,1.57E+12,,EURODRI,1.53E+12,Renewed,COM,2131 W WILLOW ST,90810,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,7,,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,156067
BU92010455,FELIX ANAZONWU,,BU,Apartment House,Active,1.05E+12,8.97E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1855  CANAL AVE  1855 Canal & 1605 Parade St,90810,SOLE,0,0,0,0,4,Apartment House,1,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Apartment House,156794
BU93011570,ANTONIO RAMIREZ,RAMIREZ COMPANY,BU,Gardening/Landscape Maint.,Active,7.31E+11,7.31E+11,1.55E+12,,LOVOSS,1.55E+12,Pre-Renew,RES,1545 W 19TH ST 9,90810,SOLE,0,1,0,0,0,Gardening/Landscape Maint.,1,,New License,,Yes,No,Miscellaneous Mobile,No,,,,0,0,,,,,,,,,,,,,,,157471
BU97013050,SLOBODAN DIMITROV,SLOBODAN DIMITROV PHOTOGRAPHY,BU,Writing,Active,8.60E+11,8.60E+11,1.55E+12,,EURODRI,1.53E+12,Renewed,RES,2744  WETHERLY AVE,90810,SOLE,0,0,0,0,0,Writing,7,,New License,,Yes,No,Services,No,,,,0,0,,,,,,,,,,,,,,Journalism-Photography,157675
BU88023060,SANTIAGO & HAIDE CONANAN,,BU,Commercial/Industrial Space  Rental,Active,5.81E+11,5.81E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,1732 W WILLOW ST  Includes 1732-38 W Willow St,90810,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,7,,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,157812
BU98011380,LONG BEACH TRAVEL CENTER INC,LONG BEACH TRAVEL CENTER INC,BU,Check Cashing,Active,8.91E+11,8.84E+11,1.55E+12,,LOVOSS,1.55E+12,Pre-Renew,COM,1670 W PACIFIC COAST HWY,90813,CORP,1,0,0,0,0,Check Cashing,1,,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Check Cashing,158022
BU99008530,JESUS GUTIERREZ,JESUS LAWN SERVICE,BU,Gardening/Landscape Maint.,Active,9.21E+11,9.21E+11,1.55E+12,,EURODRI,1.55E+12,Pre-Renew,RES,1718 W SPRING ST,90810,SOLE,0,1,0,0,0,Gardening/Landscape Maint.,7,,New License,,Yes,No,Miscellaneous Mobile,No,,,,0,0,,,,,,,,,,,,,,Gardening,158182
BU89013800,EMMA C ESPIRITU,,BU,Bookkeeping,Active,6.05E+11,6.05E+11,1.55E+12,,EURODRI,1.52E+12,Renewed,RES,1720 W 25TH ST,90810,SOLE,1,0,0,0,0,Bookkeeping,7,,New License,,Yes,No,Services,No,,,,0,0,,,,,,,,,,,,,,Ho/Bookkeeping-Real Estate,158360
BU91025470,WILFORD HARRIS,MAXIMUM REALTY,BU,Real Estate Office,Active,6.74E+11,6.74E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,RES,2083  CANAL AVE,90810,SOLE,1,0,0,0,0,Real Estate Office,7,,New License,,Yes,No,Services,No,,,,0,0,,,,,,,,,,,,,,Broker Dre# 00700725 3/31/15,158627
BU98016530,ELOISA MICHEL,ELOISA'S UNISEX SALON,BU,Barber/Beauty Shop Owner,Active,8.94E+11,8.94E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,2008  SANTA FE AVE,90810,SOLE,1,0,0,0,0,Barber/Beauty Shop Owner,7,,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Beauty Salon,158665
BU98027980,BYUNG KEUN OH,VILLA MARKET,BU,Food Retail Store w/ Alcohol,Active,9.01E+11,9.01E+11,1.57E+12,,EURODRI,1.53E+12,Renewed,COM,2990  SANTA FE AVE,90810,SOLE,13,0,0,0,0,Food Retail Store w/ Alcohol,7,,Change of Ownership,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Food Retail W/Alcohol,158913
BU92048921,PAMELA J CINCOLA,,BU,Commercial/Industrial Space  Rental,Active,1.43E+12,1.43E+12,1.57E+12,,LOVOSS,1.54E+12,Renewed,COM,1720 W PACIFIC COAST HWY,90810,SOLE,0,0,0,0,0,Commercial/Industrial Space  Rental,1,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Indsutrial,159311
BU86020620,JOSE MARIA & GUADALUPE PEREZ,BONANZA COFFEE SHOP,BU,Restaurant & Ready to Eat Foods with Alcohol,Active,5.05E+11,5.05E+11,1.55E+12,,EURODRI,1.55E+12,Pre-Renew,COM,1810 W WILLOW ST,90810,PARTNER,7,0,0,0,0,Restaurant & Ready to Eat Foods with Alcohol,7,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Coffee Shop,159806
BU99032480,MARIO L & MARIA E MIRAMONTES,RINCON CHICO GRILL,BU,"Bar, Tavern, Lounge",Active,9.36E+11,9.36E+11,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,2476  SANTA FE AVE,90810,PARTNER,3,0,0,0,0,"Bar, Tavern, Lounge",7,,Change of Ownership,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Tavern Bar,160542
BU98006030,MAXIMINO CANCINO,MAX'S LAWN SERVICE,BU,Gardening/Landscape Maint.,Active,8.88E+11,8.88E+11,1.58E+12,,EURODRI,1.55E+12,Renewed,RES,2164 W CANTON ST,90810,SOLE,0,1,0,0,0,Gardening/Landscape Maint.,7,,New License,,Yes,No,Miscellaneous Mobile,No,,,,0,0,,,,,,,,,,,,,,Gardner/Landscaping,161716
BU93001070,ARMANDO & GUADALUPE TORRES,,BU,Apartment House,Active,7.27E+11,7.27E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1558 W 20TH ST  1558 W 20th St/1980-84 Canal Av,90810,PARTNER,0,0,0,0,4,Apartment House,1,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Owner Occupied,161903
BU90001190,ESTELLA CORONA,,BU,Apartment House,Active,6.32E+11,6.32E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,3380  SANTA FE AVE,90810,SOLE,0,0,0,0,6,Apartment House,7,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,162093
BU99016870,JOSE G ARELLANO,ARMADA FRAME & WHEEL ALIGNMENT,BU,Vehicle Parts with Installation,Active,9.26E+11,9.26E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,2547  SANTA FE AVE,90810,SOLE,3,0,0,0,0,Vehicle Parts with Installation,7,,Change of Ownership,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Auto Repair,162451
BU99016890,JOSE G ARELLANO,ARMADA FRAME & WHEEL ALIGNMENT,BU,"Auto Repair - Minor, Tune-Up, Smog Test",Active,9.26E+11,9.26E+11,1.56E+12,,EURODRI,1.52E+12,Renewed,COM,2547  SANTA FE AVE,90810,SOLE,0,0,0,0,0,"Auto Repair - Minor, Tune-Up, Smog Test",7,,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Minor Auto Repair,162452
BU97042460,NATHUBHAI BHAKTA,KEARNEY MOTEL,BU,Motel,Active,8.79E+11,8.79E+11,1.57E+12,,LOVOSS,1.54E+12,Renewed,COM,1641  PARADE ST,90810,PARTNER,1,0,0,0,0,Motel,1,,Change of Ownership,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Motel,162542
BU92036000,GSA SUPPLY INC,,BU,Retail Sales,Active,7.13E+11,7.07E+11,1.57E+12,,LOVOSS,1.54E+12,Renewed,COM,1541 W PACIFIC COAST HWY,90810,CORP,14,0,0,0,0,Retail Sales,1,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Hardware Sales,163502
BU91048420,FERAND E DE LOS MONTEROS,,BU,Apartment House,Active,6.86E+11,6.86E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1536  PARADE ST,90810,SOLE,0,0,0,0,4,Apartment House,1,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,163978
BU98006370,ELEODORO CASTILLO,CASTILLO LAWN SERVICE,BU,Gardening/Landscape Maint.,Active,8.88E+11,8.88E+11,1.55E+12,,EURODRI,1.55E+12,Pre-Renew,RES,2122 W 29TH ST,90810,SOLE,0,1,0,0,0,Gardening/Landscape Maint.,7,,New License,,Yes,No,Miscellaneous Mobile,No,,,,0,0,,,,,,,,,,,,,,Gardening Service,164663
BU97001910,ADOLFO GUTIERREZ,,BU,Gardening/Landscape Maint.,Active,8.53E+11,8.53E+11,1.55E+12,,EURODRI,1.55E+12,Pre-Renew,RES,2602  LA VERE DR,90810,SOLE,0,1,0,0,0,Gardening/Landscape Maint.,7,,New License,,Yes,No,Miscellaneous Mobile,No,,,,0,0,,,,,,,,,,,,,,Gardening,164697
BU91060270,LAMONT BARRETT,,BU,Apartment House,Active,6.94E+11,6.94E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,3420  SANTA FE AVE,90810,SOLE,0,0,0,0,6,Apartment House,7,,New License,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,164912
BU88034230,XIONG ELECTRIC CO,,BU,Contracting ??? Electrical,Active,5.81E+11,5.81E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,2545  ADRIATIC AVE,90810,SOLE,1,0,0,0,0,Contracting ??? Electrical,7,,New License,,No,No,Contractors,No,,,,0,0,,,,,,,,,,,,,,C10,164972
BU91053222,MARIA LOISA L CORDOVA,LIPCOR PROPERTIES USA,BU,Commercial/Industrial Space  Rental,Active,1.16E+12,6.92E+11,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,1950 W WILLOW ST,90810,SOLE,0,0,0,0,0,Commercial/Industrial Space  Rental,7,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,164999
BU91053240,SUNG & IN SOOK CHANG,,BU,Commercial/Industrial Space  Rental,Active,6.92E+11,6.92E+11,1.58E+12,,EURODRI,1.55E+12,Renewed,COM,1552 W WILLOW ST  Includes 1552-56 W Willow St,90810,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,7,,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,165002
BU90075131,MCDONALDS USA LLC,,BU,Commercial/Industrial Space  Rental,Active,1.14E+12,6.62E+11,1.55E+12,,EURODRI,1.55E+12,Pre-Renew,COM,1705 W PACIFIC COAST HWY,90810,CORP,0,0,0,0,0,Commercial/Industrial Space  Rental,7,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,165906
BU88043280,ROBERT B. TRUSTEE WAGONER,,BU,Commercial/Industrial Space  Rental,Active,5.84E+11,5.84E+11,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,2020 W PACIFIC COAST HWY,90810,PARTNER,0,0,0,0,0,Commercial/Industrial Space  Rental,1,,New License,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,166116
BU88020861,"NICHOLS, SUEANN TRUST",,BU,Commercial/Industrial Space  Rental,Active,1.38E+12,1.38E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,2601  SANTA FE AVE,90810,TRUST,0,0,0,0,0,Commercial/Industrial Space  Rental,7,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Industrial,166678
BU21523277,LUCKY TOURS INC,,BU,Financial Services ??? Other,Active,1.44E+12,1.44E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,2519  SANTA FE AVE,90810,CORP,1,0,0,0,0,Financial Services ??? Other,7,,Change of Ownership,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Travel Agency/Money Remittance,167488
BU21523331,JEFFREY LUCIANO,LB Vapors The West,BU,Retail Sales,Active,1.44E+12,1.44E+12,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,1740 W WILLOW ST,90810,SOLE,0,0,0,0,0,Retail Sales,7,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,Retail,167899
BU21523603,JOHNJARLO TACADAO,BTR PINOY RESTAURANT,BU,Restaurant & Ready to Eat Foods,Active,1.44E+12,1.44E+12,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,1560 W WILLOW ST,90810,SOLE,2,0,0,24,0,Restaurant & Ready to Eat Foods,7,,Change of Ownership,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,RESTAURANT,167925
BU21523945,HERIBERTO BARRAMEDA,RECY'S BEAUTY SALON,BU,Barber/Beauty Shop Owner,Active,1.44E+12,1.48E+12,1.55E+12,,EURODRI,1.55E+12,Pre-Renew,COM,2532  SANTA FE AVE,90810,SOLE,0,0,0,0,0,Barber/Beauty Shop Owner,7,,New License,300433,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,BEAUTY SALON,167984
BU21523397,ATLANTIS BABINEAUX,TWINS SMOKE HOUSE BBQ,BU,Restaurant & Ready to Eat Foods,Active,1.44E+12,1.44E+12,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,1555 W WILLOW ST,90810,SOLE,1,0,0,0,0,Restaurant & Ready to Eat Foods,7,,New License,,No,No,Retailing,No,,,,0,0,,,,,,,,,,,,,,BBQ RESTAURANT,168158
BU21523947,NEAL THOMPSON,,BU,Apartment House,Active,1.44E+12,1.44E+12,1.56E+12,,LOVOSS,1.54E+12,Renewed,COM,1621 W 19TH ST,90810,PARTNER,0,0,0,0,4,Apartment House,1,,Residential Transfer,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,168277
BU21524294,LALANI NAZMUDIN M/NATURAL SEQUENCE LLC,,BU,Apartment House,Active,1.44E+12,1.44E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1825  CANAL AVE  1825-35 CANAL AVE,90810,LLC,0,0,0,0,8,Apartment House,1,,Residential Transfer,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,,168467
BU21525123,ALAN QUESTAR,,BU,Commercial/Industrial Space  Rental,Active,1.45E+12,1.45E+12,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,1920 W WILLOW ST,90810,SOLE,0,0,0,0,0,Commercial/Industrial Space  Rental,7,,Commerical Transfer,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,169447
BU04032072,REY G GUTIERREZ,CENTURY 21 CROWN EQUITIES,BU,Real Estate Office,Active,9.40E+11,3.21E+11,1.55E+12,,EURODRI,1.52E+12,Renewed,COM,2330  SANTA FE AVE,90810,SOLE,2,0,0,0,0,Real Estate Office,7,,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Real Estate Office Lic#00560207 4/19/14,169890
BU07079241,"CONANAN, SANTIAGO & HAIDE TR",,BU,Commercial/Industrial Space  Rental,Active,1.41E+12,1.41E+12,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,1740 W WILLOW ST  1742 W Willow St,90810,TRUST,0,0,0,0,0,Commercial/Industrial Space  Rental,7,,Change of Ownership,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,Commercial/Indsutrial,170379
BU94052113,MICHAEL V & JOCELYN C THAV,,BU,Apartment House,Active,1.39E+12,1.39E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,COM,1709 W 25TH ST  2503 Santa Fe Ave,90810,PARTNER,0,0,0,0,6,Apartment House,7,,Change of Ownership,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,170895
BU21705175,MARIGOLD HOLDINGS LLC,,BU,Apartment House,Active,1.50E+12,1.50E+12,1.56E+12,,LOVOSS,1.53E+12,Renewed,COM,1634  PARADE ST,90810,LLC,0,0,0,0,4,Apartment House,1,,Residential Transfer,,No,No,Rental ??? Residential Property,No,,,,0,0,,,,,,,,,,,,,,Residential Rental,172128
BU21704997,ADRIANA MORENO,THOUGHTS AND THEMES,BU,Internet Sales/Service,Active,1.50E+12,1.50E+12,1.56E+12,,EURODRI,1.53E+12,Renewed,RES,2627  LA VERE DR,90810,PARTNER,2,0,0,0,0,Internet Sales/Service,7,,New License,,Yes,No,Services,No,,,,0,0,,,,,,,,,,,,,,INTERNET SALES,172306
BU21608378,YVETTE HALL,DEE & EVIE,BU,Internet Sales/Service,Active,1.48E+12,1.48E+12,1.54E+12,,EURODRI,1.54E+12,Pre-Renew,RES,2821  BALTIC AVE,90810,SOLE,0,0,0,0,0,Internet Sales/Service,7,,New License,,Yes,No,Services,No,,,,0,0,,,,,,,,,,,,,,ONLINE JEWELRY AND ACCESSORIES,173174
BU21604839,NORTH STAR SMOG LLC,NORTH STAR SMOG #2,BU,"Auto Repair - Minor, Tune-Up, Smog Test",Active,1.47E+12,1.47E+12,1.57E+12,,EURODRI,1.54E+12,Renewed,COM,1545 W WILLOW ST,90810,LLC,1,0,0,0,0,"Auto Repair - Minor, Tune-Up, Smog Test",7,,New License,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,SMOG CHECK STATION,173599
BU21605304,"REYHA, LLC",SEA BRIGHT INN,BU,Motel,Active,1.47E+12,1.47E+12,1.56E+12,,LOVOSS,1.54E+12,Renewed,COM,1840 W PACIFIC COAST HWY,90810,LLC,1,0,0,0,0,Motel,1,,Change of Ownership,,No,No,Services,No,,,,0,0,,,,,,,,,,,,,,Motel,173845
BU21605249,GREEN SHIELD MANAGEMENT LLC,,BU,Commercial/Industrial Space  Rental,Active,1.47E+12,1.48E+12,1.57E+12,,LOVOSS,1.54E+12,Renewed,COM,1974  SANTA FE AVE,90810,LLC,0,0,0,0,0,Commercial/Industrial Space  Rental,1,,Commerical Transfer,,No,No,Rental ??? Non-Residential Property,No,,,,0,0,,,,,,,,,,,,,,,174681
BU21600450,ENRIQUE ORTEGA,SOUTH BAY CLEANING & MAINTENANCE,BU,Janitorial Service,Active,1.45E+12,1.45E+12,1.55E+12,,EURODRI,1.55E+12,Pre-Renew,RES,1800 W CANTON ST,90810,SOLE,0,1,0,0,0,Janitorial Service,7,,New License,,Yes,No,Miscellaneous Mobile,No,,,,0,0,,,,,,,,,,,,,,JANITORIAL,174913
BU21600472,MIGUEL RAMIREZ,Mike Ramirez Lawn Svc,BU,Gardening/Landscape Maint.,Active,1.45E+12,1.45E+12,1.55E+12,,EURODRI,1.55E+12,Pre-Renew,RES,2477  BALTIC AVE,90810,SOLE,1,1,0,0,0,Gardening/Landscape Maint.,7,,New License,,Yes,No,Miscellaneous Mobile,No,,,,0,0,,,,,,,,,,,,,,Gardening,174922
